"2017-11-30 23:09:11.325591" 
"StockName","LastTrade","LastHi","Hi52","LastLo","Lo52","EPS","PE","DivYield","LastDiv","NetProfitMargin","OperatingMargin","EBITDMargin","ReturnOnAverageAssets","ReturnOnAverageEquity","ExchangeCode","Exchange" 
"Indowind Energy Limited","9.99","10.08","11.25","9.25","3.97","0.23","43.14","","","6.30%","16.77%","58.74%","0.51%","0.94%","532894","BSE"
"Jammu & Kashmir Bank Limited","74.05","75.35","95.65","73.80","57.15","8.54","8.67","2.36","1.75","-54.25%","-50.05%","-44.08%","-2.01%","-27.01%","532209","BSE"
"J Kumar Infraprojects Ltd","290.50","298.75","321.00","283.00","181.60","13.89","20.92","0.69","2.00","6.71%","12.34%","15.88%","4.41%","7.88%","532940","BSE"
"J B Chemicals and Pharmaceuticals Ltd","289.70","306.00","367.65","281.50","255.00","","","0.35","1.00","13.52%","13.52%","16.99%","11.10%","14.45%","506943","BSE"
"J J Exporters Ltd","4.15","4.15","7.40","3.99","3.28","","","","","-120.28%","-58.85%","-34.86%","-33.81%","","530049","BSE"
"Jagatjit Industries Ltd","71.00","","71.95","","44.55","-10.40","","","","-19.87%","-11.55%","-9.15%","-13.30%","-47.20%","507155","BSE"
"Jagran Prakashan Ltd","165.95","167.00","209.55","163.00","161.00","10.63","15.61","1.81","3.00","15.30%","22.37%","28.01%","11.77%","18.36%","532705","BSE"
"Jagson Airlines Ltd","5.00","","5.77","","2.80","-0.04","","","","","","","-11.91%","","520139","BSE"
"Jagsonpal Pharmaceuticals Ltd","36.05","36.40","50.75","35.70","28.05","2.67","13.49","0.28","0.10","8.23%","11.73%","4.24%","7.86%","11.39%","507789","BSE"
"Jai Corp Ltd","186.20","191.50","204.70","177.55","63.65","","","0.27","0.50","-2.44%","9.41%","11.63%","-0.82%","-1.85%","512237","BSE"
"Jai Balaji Industries Ltd.","16.15","16.15","24.65","16.15","10.00","5.45","2.96","","","-13.98%","-12.72%","-5.81%","-6.24%","","532976","BSE"
"Jaihind Projects Limited","6.10","","7.24","","5.23","30.73","0.20","","","-12.61%","-10.12%","9.92%","-1.23%","","531339","BSE"
"Jain Irrigation Systems Limited","119.60","120.60","120.60","113.40","79.80","2.79","42.80","0.63","0.75","2.54%","9.27%","13.62%","1.61%","4.12%","500219","BSE"
"Jain Studios Ltd","4.23","4.23","6.85","4.23","3.50","0.15","29.15","","","5.27%","-8.99%","1.38%","0.59%","1.15%","532033","BSE"
"JainCo Projects (India) Ltd","2.10","","4.62","","2.09","-0.21","","","","0.17%","0.11%","0.25%","0.30%","1.04%","526865","BSE"
"Jaiprakash Associates Limited","18.15","18.55","30.40","18.00","7.10","","","","","-66.01%","-23.30%","11.53%","-11.65%","-106.65%","532532","BSE"
"Jamna Auto Industries Ltd","62.90","64.15","293.50","59.80","51.70","2.59","24.29","1.11","0.30","8.06%","10.80%","14.47%","20.09%","36.39%","520051","BSE"
"The Jamshri Rnjtsngh Spg&Wvng Mls Co Ltd","16.50","","31.50","","14.90","-0.65","","","","-0.38%","0.31%","1.48%","-1.20%","-4.25%","502901","BSE"
"Jayaswal Neco Industries Limited","8.44","8.44","11.80","8.05","6.44","3.94","2.14","","","-16.13%","0.88%","9.83%","-6.54%","-24.59%","522285","BSE"
"Jayant Agro-Organics Ltd.","400.00","416.00","571.45","395.05","231.00","18.75","21.34","0.94","0.65","3.39%","6.78%","7.47%","7.69%","20.42%","524330","BSE"
"Jay Bharat Maruti Ltd","523.00","526.05","748.75","517.45","258.20","27.80","18.81","0.48","2.50","3.10%","5.29%","7.68%","7.39%","19.30%","520066","BSE"
"Jaykay Enterprises Ltd","8.55","8.69","10.55","8.32","4.03","0.46","18.70","","","556.32%","-1402.82%","-1378.22%","2.33%","2.39%","500306","BSE"
"Jay Shree Tea & Industries Limited","136.40","143.90","143.90","124.80","90.20","","","0.37","0.50","0.49%","4.17%","6.80%","0.35%","0.28%","509715","BSE"
"Jayshree Chemicals Ltd","18.40","18.84","19.09","17.56","9.09","","","","","66.26%","-246.96%","-161.83%","1.55%","2.60%","506520","BSE"
"Jaysynth Dyestuff India Ltd(NDA)","73.60","74.25","96.00","71.20","65.00","","","0.41","0.30","3.84%","3.84%","5.36%","4.73%","6.71%","506910","BSE"
"JBF Industries Ltd.","216.95","220.00","326.00","214.95","136.00","-26.92","","0.46","1.00","-4.18%","1.61%","5.29%","-2.38%","-15.16%","514034","BSE"
"Jbm Auto Ltd","522.10","526.35","628.50","517.60","212.30","15.47","33.74","0.38","2.00","4.12%","7.88%","10.66%","4.77%","16.79%","532605","BSE"
"JCT Electronics Ltd.","0.26","","0.58","","0.26","-0.90","","","","-2916.67%","-2407.02%","-196.09%","-20.52%","","500222","BSE"
"JCT Ltd","3.47","3.48","6.25","3.35","2.95","-0.74","","","","-3.05%","0.16%","3.98%","-3.79%","-23.54%","500223","BSE"
"Jd Orgochem Ltd","4.29","4.29","7.35","3.89","3.34","12.44","0.34","","","3005.92%","2967.72%","-119.99%","168.67%","","524592","BSE"
"Jenburkt Pharmaceuticals Ltd","477.25","482.00","560.50","474.00","388.90","18.58","25.69","1.70","8.10","13.03%","17.39%","19.11%","20.15%","28.70%","524731","BSE"
"Jenson and Nicholson India Ltd","7.70","7.75","17.04","7.42","7.00","-3.55","","","","-26.64%","-26.77%","-26.05%","-46.14%","","523592","BSE"
"Jet Airways (India) Ltd","679.25","683.75","727.00","666.00","332.40","-75.84","","","","1.72%","2.63%","6.55%","2.45%","","532617","BSE"
"Jetking Infotrain Ltd","55.10","55.10","64.20","55.00","39.75","3.93","14.03","","","2.40%","-12.05%","-2.61%","1.09%","1.28%","517063","BSE"
"Jeypore Sugar Company Ltd","48.70","","120.50","","46.00","","","","","-8.48%","-19.64%","-15.78%","-2.00%","-28.97%","590054","BSE"
"JHS Svendgaard Laboratories Limited","71.80","72.00","83.05","70.35","34.95","6.76","10.62","","","20.83%","3.55%","9.62%","15.90%","18.68%","532771","BSE"
"JIK Industries Limited","0.42","","0.97","","0.42","","","","","-109.41%","-113.48%","-79.00%","-5.55%","","511618","BSE"
"Jindal Drilling Industries Ltd","161.05","163.50","209.50","160.25","137.05","27.59","5.84","0.31","0.50","21.46%","1.90%","4.38%","4.23%","4.81%","511034","BSE"
"Jindal Hotels Ltd","59.00","62.50","67.65","57.50","35.60","-0.19","","1.36","0.80","0.69%","19.47%","36.52%","0.28%","1.01%","507981","BSE"
"Jindal Poly Films Ltd","400.10","412.80","476.10","399.00","300.00","23.93","16.72","0.25","1.00","3.78%","5.77%","9.38%","4.03%","8.42%","500227","BSE"
"Jindal Saw Limited","125.50","127.75","133.60","124.25","53.10","","","0.80","1.00","0.71%","5.44%","9.32%","0.38%","2.24%","500378","BSE"
"JSW Holdings Ltd","1,799.75","1,800.00","2,007.00","1,790.00","1,266.55","68.23","26.38","","","74.79%","93.74%","93.76%","5.76%","5.77%","532642","BSE"
"Jindal Steel & Power Limited","172.05","177.10","178.50","171.10","64.95","-14.08","","","","-11.19%","1.68%","21.09%","-2.78%","-7.30%","532286","BSE"
"Jindal Worldwide Ltd.","1,174.00","1,184.00","1,308.15","1,162.00","155.00","-0.18","","0.04","0.50","5.75%","7.42%","11.63%","8.69%","26.83%","531543","BSE"
"Jindal Cotex Limited","11.49","12.00","18.10","10.91","10.10","-3.97","","","","-11.62%","-11.80%","-0.78%","-3.11%","-1110.70%","533103","BSE"
"Jindal Photo Limited","80.50","80.95","123.25","78.00","60.85","","","","","","","","-0.00%","-0.12%","532624","BSE"
"J K Cement Ltd","994.15","1,003.10","1,194.95","983.00","631.00","32.12","30.95","0.80","8.00","4.70%","11.31%","16.34%","3.51%","13.54%","532644","BSE"
"JK Lakshmi Cement Limited","410.50","410.50","535.00","406.10","330.00","14.60","28.12","0.18","0.75","2.65%","6.04%","11.24%","1.80%","6.30%","500380","BSE"
"JK Paper Ltd.","120.80","124.10","130.15","120.00","82.85","3.80","31.81","1.24","1.50","6.31%","14.34%","18.71%","4.93%","14.18%","532162","BSE"
"JK Tyre & Industries Ltd.","143.40","145.10","186.55","143.05","106.10","3.74","38.39","1.74","2.50","4.57%","9.85%","13.82%","4.28%","20.20%","530007","BSE"
"JK Lakshmi Cement Limited","410.50","410.50","535.00","406.10","330.00","14.60","28.12","0.18","0.75","2.65%","6.04%","11.24%","1.80%","6.30%","500380","BSE"
"JL Morison India Ltd","1,398.00","1,405.95","1,675.00","1,341.00","980.00","31.08","44.98","0.07","1.00","1.77%","-2.94%","-1.03%","1.43%","1.65%","506522","BSE"
"JM Financial Limited","150.70","152.60","190.95","147.30","62.55","6.78","22.22","1.00","0.85","27.00%","41.29%","43.13%","4.61%","15.07%","523405","BSE"
"JMC Projects (India) Limited","567.45","572.80","582.25","559.20","197.35","","","0.26","1.50","-1.69%","8.08%","11.61%","-1.06%","-8.28%","522263","BSE"
"Jmd Ventures Ltd","2.16","2.16","3.23","2.16","1.96","0.01","319.53","","","-0.73%","-0.97%","-0.46%","-0.37%","-1.18%","511092","BSE"
"JMT Auto Ltd","5.25","5.40","24.40","5.12","3.45","0.10","51.91","","","1.37%","7.52%","16.85%","0.24%","4.08%","513691","BSE"
"Joonktollee Tea & Industries Ltd","193.10","193.10","193.10","183.50","138.00","","","0.52","1.00","-14.44%","-13.97%","-8.44%","-6.57%","-11.30%","538092","BSE"
"Josts Engineering Comapny Ltd","924.00","924.00","1,344.00","890.00","575.00","-12.27","","0.10","0.92","-2.40%","-1.05%","2.57%","-3.99%","-16.41%","505750","BSE"
"Jaypee Infratech Limited","14.01","14.33","25.20","13.75","6.92","2.15","6.53","","","-85.41%","-40.01%","-33.41%","-5.30%","-17.81%","533207","BSE"
"Jaiprakash Power Ventures Limited","7.01","7.08","9.19","6.95","3.60","0.76","9.23","","","-27.58%","19.49%","35.92%","-3.49%","-14.50%","532627","BSE"
"Inditrade Capital Ltd","81.00","83.00","99.50","80.30","32.00","2.06","39.25","","","18.71%","10.37%","8.29%","3.97%","5.78%","532745","BSE"
"Jindal Stainless Ltd","110.65","112.55","126.00","107.60","34.00","","","","","0.72%","8.73%","11.75%","0.56%","4.63%","532508","BSE"
"JSW Energy Ltd","83.75","84.25","88.40","80.90","54.70","3.42","24.52","0.60","0.50","7.48%","28.68%","40.42%","2.17%","6.27%","533148","BSE"
"JSW Ispat Steel Ltd","0.00","","12.79","","7.62","-0.39","","","","","","","","","600305","BSE"
"JSW Steel Limited","254.50","256.90","1,735.00","253.50","160.60","13.01","19.57","0.88","2.25","-1.09%","2.07%","13.92%","-0.60%","-1.90%","500228","BSE"
"Jubilant Life Sciences Ltd","659.00","659.10","879.10","634.15","552.40","34.94","18.86","0.46","3.00","9.57%","17.87%","22.72%","6.43%","17.98%","530019","BSE"
"Jubilant Industries Ltd","214.05","219.95","418.00","213.65","200.05","-5.96","","","","-0.35%","4.90%","6.82%","-0.44%","-4.51%","533320","BSE"
"Jubilant FoodWorks Ltd","1,770.00","1,798.70","1,831.95","1,769.45","761.00","10.97","161.40","0.14","2.50","2.24%","2.98%","9.46%","4.60%","7.37%","533155","BSE"
"Jumbo Bag Ltd","14.90","14.90","18.55","13.78","8.43","1.04","14.27","","","0.91%","4.75%","6.50%","0.84%","3.30%","516078","BSE"
"Jupiter Bioscience Ltd","4.14","","","","","","","","","15.50%","17.59%","44.17%","4.59%","8.14%","524826","BSE"
"JVL Agro Industries Limited","21.90","22.50","29.40","21.40","15.70","4.51","4.85","0.46","0.10","0.76%","2.34%","1.96%","1.49%","5.43%","519248","BSE"
"Jyothy Laboratories, Ltd.","377.30","393.70","441.00","373.95","322.50","10.98","34.37","1.59","6.00","11.67%","12.96%","14.68%","11.27%","20.91%","532926","BSE"
"Jyoti Ltd.","51.70","51.90","63.70","49.10","34.25","-45.54","","","","-38.37%","-14.98%","9.84%","-19.06%","","504076","BSE"
"Jyoti Resins and Adhesives Ltd","59.85","","224.95","","57.00","-0.29","","","","0.48%","1.41%","1.51%","1.01%","8.64%","514448","BSE"
"Jyoti Structures Limited","10.53","10.59","15.30","10.25","6.98","","","","","-157.59%","-66.12%","-59.11%","-23.79%","","513250","BSE"
"KPR Mill Ltd","719.95","722.50","882.00","701.05","549.75","38.88","18.52","0.10","0.75","10.18%","14.69%","20.00%","12.02%","24.04%","532889","BSE"
"K.S. Oils Limited","0.44","","1.10","","0.41","-10.06","","","","-309.17%","-336.93%","-239.21%","-9.19%","","526209","BSE"
"Kabra Extrusion Technik Limited","126.15","129.50","168.00","125.80","103.15","5.15","24.49","1.59","2.00","9.91%","7.97%","10.50%","10.65%","16.09%","524109","BSE"
"Kachchh Minerals Ltd","3.60","","3.60","","2.85","","","","","","","","","","531778","BSE"
"Atlanta Infrastructure and Finance Ltd","7.98","","86.65","","3.98","-0.01","","","","","","","-0.61%","-0.61%","530479","BSE"
"Kaira Can Co Ltd","1,310.00","1,310.00","1,359.00","1,310.00","799.00","43.08","30.41","0.38","5.00","2.09%","3.61%","6.98%","2.89%","5.37%","504840","BSE"
"Kajaria Ceramics Limited","725.15","735.00","787.55","720.50","437.30","15.10","48.02","0.41","3.00","8.89%","14.67%","17.52%","12.82%","23.55%","500233","BSE"
"Kakatiya Cement Sugar And Industries Ltd","409.30","422.00","448.90","406.05","225.60","36.93","11.08","0.73","3.00","13.05%","17.74%","18.81%","9.82%","13.30%","500234","BSE"
"Accelya Kale Solutions Ltd","1,370.95","1,392.70","1,864.00","1,364.55","1,260.00","60.24","22.76","3.72","40.00","24.86%","35.53%","39.44%","39.37%","62.22%","532268","BSE"
"Kalindee Rail Nirman (Engineers) Ltd.","102.40","","152.00","","94.00","3.79","27.05","","","0.23%","8.33%","8.89%","0.19%","0.64%","522259","BSE"
"Kalpataru Power Transmission Limited","445.90","455.00","473.60","430.00","221.00","12.44","35.83","0.45","2.00","2.06%","8.89%","11.35%","1.60%","7.99%","522287","BSE"
"Kkalpana Industries (India) Limited","34.95","35.70","54.50","34.05","25.05","1.34","26.06","","","1.21%","3.21%","3.83%","3.20%","10.00%","526409","BSE"
"Kalyani Investment Co Ltd","2,380.00","2,447.50","2,575.00","2,365.60","1,100.00","84.17","28.28","","","77.79%","78.76%","81.19%","1.68%","6.19%","533302","BSE"
"Kalyani Steels Limited","372.35","376.60","469.15","369.00","261.95","25.99","14.33","1.34","5.00","10.94%","16.47%","20.13%","11.68%","23.34%","500235","BSE"
"Kamadgiri Fashion Ltd","107.00","109.40","124.65","103.10","59.00","4.87","21.99","1.40","1.50","0.80%","3.89%","5.29%","1.76%","7.55%","514322","BSE"
"Kamanwala Housing Construction Ltd.","15.75","16.20","18.65","15.40","11.60","-0.15","","","","0.34%","-8.42%","-8.60%","0.08%","0.16%","511131","BSE"
"Kamat Hotels India Ltd.","125.20","128.00","141.00","123.25","28.30","-2.44","","","","24.01%","33.73%","29.78%","5.20%","114.76%","526668","BSE"
"Kamdhenu Ltd","229.00","232.90","236.00","217.00","66.00","4.51","50.82","0.35","0.80","1.19%","3.36%","4.02%","3.19%","8.89%","532741","BSE"
"Kanani Industries Ltd","10.76","10.76","19.25","10.40","8.21","0.17","64.02","","","0.11%","-0.10%","-0.08%","0.31%","1.03%","506184","BSE"
"Firstmark Trade&Advisors Ltd","0.35","","1.29","","0.35","-10.30","","","","0.09%","0.49%","8.98%","0.12%","0.62%","590084","BSE"
"Kanel Industries Ltd","3.61","","5.20","","2.47","","","","","","","","","","500236","BSE"
"Kanishk Steel Industries Ltd.","9.01","9.32","12.84","9.01","4.51","1.76","5.11","","","1.74%","-0.43%","0.26%","3.15%","11.25%","513456","BSE"
"Kanoria Chemicals & Industries Limited","100.25","108.20","108.70","97.20","63.00","1.49","67.48","1.50","1.50","-3.23%","-5.05%","3.66%","-1.94%","-2.50%","506525","BSE"
"Kanpur Plastipack Limited","145.45","146.90","179.85","140.60","91.50","10.05","14.47","1.24","1.80","5.95%","11.68%","13.38%","7.84%","19.68%","507779","BSE"
"Kansai Nerolac Paints Limited","505.40","510.00","528.90","493.25","314.00","5.44","92.91","0.49","2.50","11.13%","14.56%","16.08%","14.84%","19.11%","500165","BSE"
"Kar Mobiles Limited","380.00","","444.00","","348.10","10.10","37.64","0.66","2.50","1.15%","5.37%","8.54%","1.55%","4.47%","590053","BSE"
"Karma Energy Ltd","42.05","42.05","74.85","42.00","33.00","","","","","-6.36%","20.81%","40.93%","-1.30%","-0.11%","533451","BSE"
"Karma Industries Ltd","0.36","","0.94","","0.00","","","","","-6.93%","-6.36%","-2.82%","","","512585","BSE"
"Karnataka Bank Limited","155.35","160.00","181.15","154.10","103.60","15.29","10.16","2.57","4.00","19.66%","20.35%","26.57%","0.75%","10.24%","532652","BSE"
"Karur KCP Packkagings Ltd","46.50","","77.45","","44.50","2.06","22.55","","","0.33%","7.20%","9.61%","0.29%","1.43%","531363","BSE"
"Karur Vysya Bank Ltd","114.00","115.95","161.20","112.00","80.00","8.52","13.39","2.13","2.42","21.22%","30.93%","37.57%","1.00%","12.61%","590003","BSE"
"Karuturi Global Limited","1.22","1.23","2.00","1.18","1.02","0.53","2.30","","","40.05%","3.28%","22.85%","3.01%","4.40%","531687","BSE"
"Shri Keshav Cements & Infra Limited","190.05","192.00","272.40","181.00","75.00","2.67","71.27","0.53","1.00","1.46%","7.53%","21.24%","0.88%","3.17%","530977","BSE"
"Kaushalya Infrastructure Development Cor","2.72","","6.49","","2.60","1.78","1.53","","","-711.37%","-834.89%","-754.29%","-3.32%","-13.84%","532925","BSE"
"Kaveri Seed Company Ltd","544.65","552.00","708.10","540.80","381.00","24.31","22.40","0.55","3.00","10.94%","7.11%","19.78%","5.35%","8.02%","532899","BSE"
"Kavveri Telecom Products Ltd.","10.94","10.94","15.84","10.50","8.10","-13.94","","","","-124.03%","-60.95%","-0.37%","-4.94%","-47.94%","590041","BSE"
"Kaycee Industries Ltd","5,953.50","5,953.50","6,166.30","5,840.00","2,940.00","-51.39","","0.08","5.00","6.70%","-0.71%","0.66%","5.86%","12.44%","504084","BSE"
"KCP Ltd","128.95","131.00","137.95","124.95","80.00","","","1.55","2.00","7.34%","11.89%","17.40%","5.63%","11.26%","590066","BSE"
"KCP Sugar and Industries Corp. Ltd.","33.75","34.05","42.90","33.30","25.50","","","2.67","0.90","7.68%","11.19%","13.39%","6.36%","13.54%","533192","BSE"
"KDDL Ltd","313.85","325.05","350.65","312.00","171.90","0.87","359.99","0.48","1.50","0.02%","3.34%","6.06%","0.02%","0.71%","532054","BSE"
"KDL Biotech Ltd","2.14","","4.00","","1.71","-5.91","","","","-1713.35%","-1056.55%","-359.14%","","","532291","BSE"
"KEC International Ltd","323.90","324.50","337.95","314.30","130.50","14.03","23.09","0.49","1.60","3.48%","8.29%","9.77%","3.46%","21.19%","532714","BSE"
"Keerthi Industries Ltd","198.50","208.85","214.00","195.50","103.00","22.08","8.99","","","6.93%","12.27%","16.84%","7.32%","18.85%","518011","BSE"
"KEI Industries Limited","397.00","410.00","410.00","372.00","118.20","7.97","49.78","0.15","0.60","3.68%","9.21%","10.27%","6.00%","23.39%","517569","BSE"
"Keltech Energies Ltd","1,384.00","1,428.95","2,169.00","1,340.00","570.00","58.10","23.82","0.18","2.50","2.74%","5.53%","7.60%","5.53%","13.68%","506528","BSE"
"Kelvin Fincap Ltd","428.95","","618.00","","0.00","0.01","65,992.30","","","-0.04%","-0.21%","-0.21%","-0.01%","-0.52%","512113","BSE"
"Kemrock Industries & Exports Ltd.","8.73","","14.80","","5.10","","","","","","","","","","526015","BSE"
"Kennametal India Limited","745.40","766.50","770.00","741.00","555.00","12.47","59.77","0.27","2.00","3.41%","3.51%","8.73%","4.23%","5.73%","505890","BSE"
"Kerala Ayurveda Limited","115.00","120.90","122.80","111.10","64.00","","","","","6.64%","10.84%","14.22%","4.36%","","530163","BSE"
"Kernex Microsystems (India) Limited","46.85","46.90","60.00","44.80","31.50","","","","","-36.18%","-238.77%","-167.57%","-3.06%","-4.81%","532686","BSE"
"Kesar Enterprises Ltd","59.00","60.50","139.80","59.00","35.15","5.58","10.57","","","2.20%","12.18%","17.27%","1.45%","8.75%","507180","BSE"
"Kesar Terminals & Infrastructure Ltd","188.05","193.00","250.00","187.00","167.05","14.22","13.22","0.27","0.50","-12.26%","30.01%","50.08%","-2.80%","-8.63%","533289","BSE"
